"﻿""Student""",Subject,Course,Week,Minutes,Accuracy,Mastered Lessons
Anon#758,Math,Math - 3,2025-07-18 00:00:00,0,,0
Anon#758,Math,Math - 4,2025-07-18 00:00:00,99.77,0.5161290322580645,1
Anon#758,Math,Math - 4,2025-07-21 00:00:00,0.58,,0
Anon#758,Math,Math - 4,2025-07-22 00:00:00,153.29,0.7142857142857143,2
Anon#758,Math,Math - Others,2025-07-18 00:00:00,0,,0
Anon#758,Math,Math - Others,2025-07-21 00:00:00,0,,0
Anon#758,Math,Math - Others,2025-07-22 00:00:00,0,0.7081081081081081,0
Anon#778,Reading,1051L-1200L,2025-07-23 00:00:00,11.52,1,1
Anon#778,Reading,1051L-1200L,2025-07-24 00:00:00,24,1,2
Anon#778,Reading,751L-900L,2025-07-18 00:00:00,11.95,0.8571428571428571,1
Anon#778,Reading,901L-1050L,2025-07-19 00:00:00,27.02,1,2
Anon#778,Reading,901L-1050L,2025-07-20 00:00:00,39.57,0.9523809523809523,3
Anon#778,Reading,901L-1050L,2025-07-21 00:00:00,22.3,0.8571428571428571,2
Anon#783,Language,Language Arts - 1,2025-07-21 00:00:00,0,1,1
Anon#783,Language,Language Arts - 2,2025-07-18 00:00:00,23.24,0.8928571428571429,3
Anon#783,Language,Language Arts - 2,2025-07-19 00:00:00,36,0.9192307692307692,10
Anon#783,Language,Language Arts - 2,2025-07-21 00:00:00,27.71,0.9604743083003953,10
Anon#783,Language,Language Arts - 2,2025-07-24 00:00:00,75.62,0.8282828282828283,10
Anon#783,Math,Math - 1,2025-07-18 00:00:00,34.48,0.959731543624161,7
Anon#783,Math,Math - 2,2025-07-20 00:00:00,56.8,0.9464285714285714,6
Anon#783,Math,Math - 2,2025-07-22 00:00:00,0,0.717391304347826,1
Anon#783,Math,Math - 2,2025-07-24 00:00:00,0,0.9009009009009009,5
Anon#783,Math,Math - K,2025-07-18 00:00:00,0,1,1
Anon#783,Math,Math - Others,2025-07-18 00:00:00,0,1,3
Anon#783,Math,Math - Others,2025-07-20 00:00:00,0,0.9538461538461539,4
Anon#783,Math,Math - Others,2025-07-22 00:00:00,0,,0
Anon#783,Math,Math - Others,2025-07-24 00:00:00,89.08,0.940677966101695,5
Anon#783,Reading,751L-900L,2025-07-19 00:00:00,35.25,0.9,1
Anon#783,Reading,751L-900L,2025-07-24 00:00:00,23.71,0.5833333333333334,1
Anon#783,Reading,901L-1050L,2025-07-19 00:00:00,0,0.8571428571428571,1
Anon#791,Reading,901L-1050L,2025-07-20 00:00:00,16.37,1,0
Anon#804,Language,Language Arts - 5,2025-07-20 00:00:00,0,,0
Anon#804,Language,Language Arts - 8,2025-07-18 00:00:00,11.42,0.9574468085106383,2
Anon#804,Language,Language Arts - 8,2025-07-19 00:00:00,25.06,0.9272727272727272,2
Anon#804,Language,Language Arts - 8,2025-07-20 00:00:00,18.47,1,2
Anon#804,Math,Math - 8,2025-07-18 00:00:00,22.09,0.868421052631579,2
Anon#804,Math,Math - 8,2025-07-19 00:00:00,25.6,0.8064516129032258,2
Anon#804,Math,Math - 8,2025-07-20 00:00:00,18.57,0.8717948717948718,2
Anon#804,Reading,1051L-1200L,2025-07-18 00:00:00,9.63,0.8571428571428571,1
Anon#804,Reading,1051L-1200L,2025-07-19 00:00:00,15.27,0.7777777777777778,0
Anon#804,Reading,1351L-1500L,2025-07-20 00:00:00,24.42,1,2
Anon#804,Reading,1501L+,2025-07-19 00:00:00,0,1,1
Anon#804,Science,Science - 5,2025-07-19 00:00:00,23.85,0.7619047619047619,1
Anon#804,Science,Science - 8,2025-07-18 00:00:00,17.22,0.8,2
Anon#804,Science,Science - 8,2025-07-20 00:00:00,20.86,0.825,2
Anon#804,Science,Science - Others,2025-07-19 00:00:00,0,0.8823529411764706,1
Anon#813,Language,Language Arts - 5,2025-07-18 00:00:00,44.05,0.8169934640522876,2
Anon#813,Math,Math - 6,2025-07-18 00:00:00,74.54,0.75,0
Anon#813,Reading,751L-900L,2025-07-18 00:00:00,0,0.8,1
Anon#813,Reading,901L-1050L,2025-07-18 00:00:00,65.92,0.8333333333333334,2
Anon#813,Science,Science - 6,2025-07-18 00:00:00,43.2,0.84375,3
Anon#813,Science,Science - 8,2025-07-18 00:00:00,0,0.875,1
Anon#822,Math,Grade 4,2025-07-19 00:00:00,7.89,1,2
Anon#822,Math,Grade 4,2025-07-22 00:00:00,4.72,1,1
Anon#822,Math,Grade 4,2025-07-23 00:00:00,5.65,0.9655172413793104,1
Anon#822,Math,Grade 4,2025-07-24 00:00:00,5.47,0.9333333333333333,3
Anon#843,Language,Language Arts - 3,2025-07-23 00:00:00,38.1,0.7931034482758621,2
Anon#843,Math,Math - 3,2025-07-22 00:00:00,36.6,0.9038461538461539,1
Anon#843,Math,Math - Others,2025-07-21 00:00:00,72.56,0.7741935483870968,1
Anon#843,Math,Math - Others,2025-07-22 00:00:00,0,0.9411764705882353,1
Anon#846,Language,Language - 3rd grade,2025-07-19 00:00:00,15.79,0.6666666666666666,2
Anon#846,Language,Language Arts - 3,2025-07-19 00:00:00,9.68,0.896551724137931,1
Anon#846,Math,Math - 4,2025-07-18 00:00:00,45.88,0.6666666666666666,0
Anon#846,Reading,901L-1050L,2025-07-18 00:00:00,45.9,0.7916666666666666,2
Anon#846,Science,Science - 3,2025-07-18 00:00:00,6.66,0.9285714285714286,1
Anon#846,Science,Science - 3,2025-07-19 00:00:00,20.33,0.8095238095238095,3
Anon#848,Math,Grade 1,2025-07-18 00:00:00,35.89,0.95,11
Anon#848,Math,Grade 1,2025-07-19 00:00:00,39.81,0.9428571428571428,14
Anon#848,Math,Grade 1,2025-07-20 00:00:00,28.97,1,0
Anon#848,Math,Grade 1,2025-07-21 00:00:00,35.76,1,5
Anon#848,Math,Grade 1,2025-07-22 00:00:00,13.88,1,0
Anon#859,Language,Language - 3rd grade,2025-07-22 00:00:00,0.61,,
Anon#859,Language,Language Arts - 2,2025-07-20 00:00:00,2.28,1,0
Anon#859,Language,Language Arts - 2,2025-07-23 00:00:00,0.27,1,0
Anon#859,Language,Language Arts - 2,2025-07-24 00:00:00,2.65,1,1
Anon#859,Math,Math - Others,2025-07-20 00:00:00,2.92,0.9444444444444444,1
Anon#859,Math,Math - Others,2025-07-21 00:00:00,3.02,1,0
Anon#859,Math,Math - Others,2025-07-23 00:00:00,3.63,0.6666666666666666,0
Anon#859,Math,Math - Others,2025-07-24 00:00:00,4.89,0.8888888888888888,0
Anon#859,Reading,751L-900L,2025-07-21 00:00:00,2.42,0.6666666666666666,0
Anon#859,Reading,751L-900L,2025-07-23 00:00:00,4.95,1,0
Anon#859,Reading,751L-900L,2025-07-24 00:00:00,0,0.6666666666666666,0
Anon#859,Reading,901L-1050L,2025-07-20 00:00:00,7.78,1,0
Anon#859,Reading,901L-1050L,2025-07-24 00:00:00,5.45,1,0
Anon#859,Science,Science - 1,2025-07-22 00:00:00,0.02,,0
Anon#859,Science,Science - 1,2025-07-23 00:00:00,1.78,0,0
Anon#859,Science,Science - 1,2025-07-24 00:00:00,3.92,1,1
Anon#875,Language,Language Arts - 5,2025-07-21 00:00:00,14.33,0.8157894736842105,1
Anon#875,Reading,901L-1050L,2025-07-21 00:00:00,8.24,0.8333333333333334,1
Anon#875,Science,Science - 2,2025-07-19 00:00:00,0,1,0
Anon#875,Science,Science - 5,2025-07-19 00:00:00,50.39,0.8990825688073395,0
Anon#875,Science,Science - 6,2025-07-19 00:00:00,0,0.95,0
Anon#875,Science,Science - 7,2025-07-21 00:00:00,3.27,0.7142857142857143,0
Anon#875,Science,Science - 7,2025-07-22 00:00:00,0.38,,0
Anon#875,Science,Science - Others,2025-07-19 00:00:00,0,0.9333333333333333,0
Anon#878,Math,Algebra I,2025-07-19 00:00:00,24.99,0.9166666666666666,1
Anon#878,Math,Algebra I,2025-07-20 00:00:00,19.97,0.8,1
Anon#878,Math,Algebra I,2025-07-21 00:00:00,19.9,,0
Anon#878,Math,Algebra I,2025-07-22 00:00:00,27.95,0.8,1
Anon#878,Math,Algebra I,2025-07-23 00:00:00,24.16,1,1
Anon#878,Math,Algebra I,2025-07-24 00:00:00,15.98,1,1
Anon#887,Math,1st Grade - Math,2025-07-22 00:00:00,0,1,4
Anon#887,Math,Grade 1,2025-07-21 00:00:00,0,1,8
Anon#887,Math,Grade 1,2025-07-23 00:00:00,23.96,0.9607843137254902,13
Anon#887,Math,Grade 1,2025-07-24 00:00:00,0,0.8571428571428571,4
Anon#887,Math,Grade 3,2025-07-18 00:00:00,26.33,0.970873786407767,10
Anon#887,Math,Grade 3,2025-07-19 00:00:00,40.9,0.9629629629629629,1
Anon#887,Math,Grade 3,2025-07-20 00:00:00,10.92,1,2
Anon#887,Math,Kindergarten - Math,2025-07-21 00:00:00,31.6,0.9722222222222222,4
Anon#887,Math,Kindergarten - Math,2025-07-22 00:00:00,51,1,9
Anon#887,Math,Kindergarten - Math,2025-07-24 00:00:00,28.65,1,2
Anon#891,Math,Grade 1,2025-07-20 00:00:00,21.96,0.9545454545454546,10
Anon#891,Math,Grade 1,2025-07-24 00:00:00,20.16,0.8378378378378378,3
Anon#891,Math,Kindergarten - Math,2025-07-18 00:00:00,16.54,0.9655172413793104,6
Anon#891,Math,Kindergarten - Math,2025-07-19 00:00:00,12.33,0.8275862068965517,3
Anon#891,Math,Kindergarten - Math,2025-07-21 00:00:00,5,1,1
Anon#891,Math,Kindergarten - Math,2025-07-22 00:00:00,9.27,1,6
Anon#891,Math,Kindergarten - Math,2025-07-23 00:00:00,3.29,1,0
Anon#910,Math,Grade 3,2025-07-18 00:00:00,7,0,
Anon#919,Math,Grade 3,2025-07-18 00:00:00,7.1,0.875,1
Anon#919,Math,Grade 3,2025-07-19 00:00:00,10.78,1,1
Anon#919,Math,Grade 3,2025-07-20 00:00:00,9.79,1,2
Anon#919,Math,Grade 3,2025-07-21 00:00:00,7.5,,0
Anon#919,Math,Grade 3,2025-07-22 00:00:00,20.48,1,1
Anon#919,Math,Grade 3,2025-07-23 00:00:00,10.62,1,1
Anon#919,Math,Grade 3,2025-07-24 00:00:00,9.48,1,1
Anon#937,Math,Mathacademy,2025-07-19 00:00:00,0,0.4,0
Anon#937,Math,Mathacademy,2025-07-20 00:00:00,0,0.8181818181818182,1
Anon#937,Math,Mathacademy,2025-07-21 00:00:00,0,0.7761194029850746,11
Anon#937,Math,Mathacademy,2025-07-22 00:00:00,0,0.8333333333333334,14
Anon#937,Math,Mathacademy,2025-07-23 00:00:00,0,0.8469387755102041,16
Anon#996,Language,Language Arts - 1,2025-07-23 00:00:00,27.01,0.8837209302325582,0
Anon#996,Language,Language Arts - K,2025-07-23 00:00:00,0,0.975609756097561,2
Anon#996,Math,Math - 2,2025-07-23 00:00:00,33.23,0.7037037037037037,1
Anon#996,Science,Science - 2,2025-07-23 00:00:00,0.63,,0
Anon#1044,Language,Language Arts - 5,2025-07-18 00:00:00,17.88,0.8947368421052632,1
Anon#1044,Math,Math - 3,2025-07-18 00:00:00,51.96,0.6111111111111112,1
Anon#1044,Reading,751L-900L,2025-07-18 00:00:00,12.89,1,1
Anon#1046,Language,Language Arts - 2,2025-07-22 00:00:00,8.73,0.9230769230769231,1
Anon#1046,Math,Math - 1,2025-07-22 00:00:00,7.05,1,1
Anon#1046,Math,Math - Others,2025-07-21 00:00:00,13.77,1,1
Anon#1046,Reading,Amira,2025-07-21 00:00:00,41.15,0.864516129032258,1
Anon#1046,Reading,Amira,2025-07-22 00:00:00,20.99,0.916030534351145,1
Anon#1046,Reading,Amira,2025-07-23 00:00:00,13,0.8127659574468085,1
Anon#1046,Reading,Lalilo,2025-07-22 00:00:00,14.52,0.9090909090909091,1
Anon#1050,Language,Language Arts - 6,2025-07-18 00:00:00,29.9,0.8918918918918919,1
Anon#1050,Math,Math - 4,2025-07-18 00:00:00,36.23,0.84375,1
Anon#1064,Math,Math - A1,2025-07-24 00:00:00,24.49,1,1
Anon#1073,Language,Language Arts - 3,2025-07-21 00:00:00,15.15,1,2
Anon#1073,Math,Math - 3,2025-07-21 00:00:00,11,0.9611650485436893,4
Anon#1073,Math,Math - 3,2025-07-22 00:00:00,8.81,0.9795918367346939,4
Anon#1073,Math,Math - 3,2025-07-23 00:00:00,1.47,1,1
Anon#1073,Reading,901L-1050L,2025-07-21 00:00:00,10.82,1,1
Anon#1073,Science,Science - 4,2025-07-21 00:00:00,10.62,0.9,2
Anon#1088,Math,Grade 1,2025-07-18 00:00:00,27.66,0.9642857142857143,9
Anon#1088,Math,Grade 3,2025-07-19 00:00:00,32.14,0.9333333333333333,2
Anon#1088,Math,Grade 3,2025-07-20 00:00:00,26.98,0.875,0
Anon#1088,Math,Grade 3,2025-07-21 00:00:00,30.01,0.92,4
Anon#1088,Math,Grade 3,2025-07-22 00:00:00,29.26,0.8181818181818182,1
Anon#1088,Math,Grade 3,2025-07-23 00:00:00,34.22,0.9166666666666666,1
Anon#1088,Math,Grade 3,2025-07-24 00:00:00,30.55,0.9333333333333333,1
Anon#1093,Language,Language Arts - 4,2025-07-18 00:00:00,0,1,1
Anon#1093,Language,Language Arts - 4,2025-07-21 00:00:00,35.41,0.8695652173913043,1
Anon#1093,Language,Language Arts - 4,2025-07-22 00:00:00,11.06,,0
Anon#1093,Math,Math - Others,2025-07-22 00:00:00,4.01,0.6666666666666666,0
Anon#1093,Math,Math - Others,2025-07-23 00:00:00,21.37,0.8571428571428571,0
Anon#1093,Reading,751L-900L,2025-07-18 00:00:00,0,1,1
Anon#1093,Reading,901L-1050L,2025-07-18 00:00:00,0,0.5714285714285714,0
Anon#1093,Reading,901L-1050L,2025-07-21 00:00:00,28.25,0.8571428571428571,2
Anon#1093,Reading,901L-1050L,2025-07-23 00:00:00,21.62,0.9285714285714286,2
Anon#1093,Science,Science - 4,2025-07-23 00:00:00,1.52,0.6,0
Anon#1099,Language,Language Arts - 3,2025-07-24 00:00:00,24.57,0.9473684210526315,2
Anon#1099,Math,Math - 3,2025-07-23 00:00:00,296.73,0.7586206896551724,0
Anon#1099,Math,Math - 3,2025-07-24 00:00:00,60.67,0.8125,1
Anon#1099,Math,Math - Others,2025-07-23 00:00:00,0,0,0
Anon#1099,Math,Math - Others,2025-07-24 00:00:00,0,0.8571428571428571,1
Anon#1099,Reading,751L-900L,2025-07-24 00:00:00,0,1,1
Anon#1099,Reading,901L-1050L,2025-07-22 00:00:00,18.41,0.8461538461538461,0
Anon#1099,Reading,901L-1050L,2025-07-24 00:00:00,22.76,0.875,1
Anon#1099,Science,Science - 3,2025-07-24 00:00:00,11.4,0.9090909090909091,1
Anon#1100,Language,Language Arts - 4,2025-07-18 00:00:00,20.45,0.7450980392156863,2
Anon#1100,Language,Language Arts - 4,2025-07-20 00:00:00,3.58,0.5,0
Anon#1100,Language,Language Arts - 4,2025-07-24 00:00:00,41.59,0.5824742268041238,0
Anon#1100,Math,Math - 5,2025-07-18 00:00:00,117.36,0.8408304498269896,9
Anon#1100,Math,Math - 5,2025-07-21 00:00:00,3.55,0.9545454545454546,0
Anon#1100,Math,Math - 5,2025-07-22 00:00:00,15.73,0.8723404255319149,1
Anon#1100,Math,Math - 5,2025-07-23 00:00:00,46.71,0.9166666666666666,2
Anon#1114,Reading,1351L-1500L,2025-07-21 00:00:00,0,0.3333333333333333,0
Anon#1120,Math,Grade 4,2025-07-18 00:00:00,49.65,0.8947368421052632,5
Anon#1120,Math,Grade 4,2025-07-19 00:00:00,27.37,0.9629629629629629,5
Anon#1120,Math,Grade 4,2025-07-20 00:00:00,34.13,0.8846153846153846,5
Anon#1120,Math,Grade 4,2025-07-22 00:00:00,27.46,0.9565217391304348,4
Anon#1120,Math,Grade 4,2025-07-23 00:00:00,27.4,0.8461538461538461,2
Anon#1120,Math,Grade 4,2025-07-24 00:00:00,34.64,0.84,5
Anon#1122,Math,Grade 3,2025-07-18 00:00:00,26.33,1,2
Anon#1122,Math,Grade 3,2025-07-19 00:00:00,4.58,1,1
Anon#1122,Math,Grade 3,2025-07-23 00:00:00,23.33,0.6666666666666666,0
Anon#1122,Math,Grade 4,2025-07-23 00:00:00,0,1,1
Anon#1122,Math,Grade 4,2025-07-24 00:00:00,8.91,0.6666666666666666,1
Anon#1143,Math,Grade 1,2025-07-18 00:00:00,75.49,,
Anon#1143,Math,Grade 1,2025-07-19 00:00:00,0,,
Anon#1143,Math,Grade 1,2025-07-21 00:00:00,0,,
Anon#1143,Math,Grade 1,2025-07-22 00:00:00,0,,
Anon#1143,Math,Grade 2,2025-07-19 00:00:00,28.48,1,0
Anon#1143,Math,Grade 2,2025-07-21 00:00:00,22.45,1,0
Anon#1143,Math,Grade 2,2025-07-22 00:00:00,31.1,1,0
Anon#1143,Math,Grade 2,2025-07-23 00:00:00,0,1,0
Anon#1143,Math,Grade 2,2025-07-24 00:00:00,0,1,0
Anon#1143,Math,Grade 6,2025-07-21 00:00:00,0,0.8571428571428571,1
Anon#1143,Math,Grade 6,2025-07-24 00:00:00,0,1,1
Anon#1145,Math,Grade 7,2025-07-19 00:00:00,0,,
Anon#1145,Math,Grade 7,2025-07-20 00:00:00,0,,
Anon#1145,Math,Grade 7,2025-07-21 00:00:00,0,,
Anon#1145,Math,Grade 7,2025-07-22 00:00:00,0,,
Anon#1145,Math,Grade 7,2025-07-23 00:00:00,0,,
Anon#1145,Math,Grade 7,2025-07-24 00:00:00,0,,
Anon#1145,Math,Kindergarten - Math,2025-07-18 00:00:00,29.55,1,1
Anon#1145,Math,Kindergarten - Math,2025-07-19 00:00:00,39.28,1,1
Anon#1145,Math,Kindergarten - Math,2025-07-20 00:00:00,38.27,1,1
Anon#1145,Math,Kindergarten - Math,2025-07-21 00:00:00,34.87,1,1
Anon#1145,Math,Kindergarten - Math,2025-07-22 00:00:00,32.74,1,1
Anon#1145,Math,Kindergarten - Math,2025-07-23 00:00:00,30.3,1,1
Anon#1145,Math,Kindergarten - Math,2025-07-24 00:00:00,31.04,1,1
Anon#1154,Language,Language Arts - 2,2025-07-18 00:00:00,16.5,0.9047619047619048,1
Anon#1154,Language,Language Arts - 2,2025-07-19 00:00:00,8.39,0.8648648648648649,1
Anon#1154,Language,Language Arts - 3,2025-07-18 00:00:00,0,,0
Anon#1154,Language,Language Arts - 3,2025-07-19 00:00:00,0,,0
Anon#1154,Math,Math - Others,2025-07-18 00:00:00,22.93,0.4,0
Anon#1154,Math,Math - Others,2025-07-19 00:00:00,0.23,,0
Anon#1154,Reading,Amira,2025-07-18 00:00:00,12.98,0.8666666666666667,1
Anon#1154,Reading,Lalilo,2025-07-18 00:00:00,31.57,0.8333333333333334,0
Anon#1154,Reading,Lalilo,2025-07-19 00:00:00,23.36,0.782608695652174,0
Anon#1164,Math,Grade 7,2025-07-19 00:00:00,7.38,1,1
Anon#1164,Math,Grade 7,2025-07-23 00:00:00,10.62,1,1
Anon#1164,Math,Grade 7,2025-07-24 00:00:00,16.55,1,1
Anon#1176,Math,Grade 6,2025-07-19 00:00:00,5.75,0.8888888888888888,0
Anon#1184,Math,Grade 1,2025-07-18 00:00:00,46,0.8571428571428571,7
Anon#1184,Math,Grade 1,2025-07-19 00:00:00,41.56,0.8813559322033898,1
Anon#1184,Math,Grade 1,2025-07-20 00:00:00,99.5,0.8823529411764706,34
Anon#1184,Math,Grade 1,2025-07-21 00:00:00,85.46,0.8628158844765343,24
Anon#1184,Math,Grade 1,2025-07-22 00:00:00,13.15,0.8888888888888888,0
Anon#1184,Math,Grade 1,2025-07-23 00:00:00,16.53,,0
Anon#1184,Math,Grade 1,2025-07-24 00:00:00,2.88,,
Anon#1185,Math,Grade 3,2025-07-18 00:00:00,111.77,0.927461139896373,22
Anon#1185,Math,Grade 3,2025-07-19 00:00:00,9.31,1,1
Anon#1185,Math,Grade 3,2025-07-20 00:00:00,172.35,0.8723404255319149,15
Anon#1185,Math,Grade 3,2025-07-21 00:00:00,85.14,0.8048780487804879,10
Anon#1185,Math,Grade 3,2025-07-22 00:00:00,81.72,0.9134199134199135,22
Anon#1185,Math,Grade 3,2025-07-23 00:00:00,103.41,0.7564102564102564,11
Anon#1208,Math,Geometry,2025-07-20 00:00:00,0,1,0
Anon#1208,Math,Grade 3,2025-07-22 00:00:00,0,1,0
Anon#1208,Math,Grade 6,2025-07-22 00:00:00,0,0.8,0
Anon#1208,Math,Grade 6,2025-07-23 00:00:00,0,0.625,0
Anon#1208,Math,Grade 7,2025-07-18 00:00:00,0,0.3076923076923077,0
Anon#1208,Math,Grade 7,2025-07-19 00:00:00,0,0.6153846153846154,0
Anon#1208,Math,Grade 7,2025-07-23 00:00:00,0,0.3333333333333333,
Anon#1208,Math,Grade 7,2025-07-24 00:00:00,15.41,0.9130434782608695,0
Anon#1208,Math,Math - 1st grade,2025-07-18 00:00:00,0,1,1
Anon#1208,Math,Math - 1st grade,2025-07-19 00:00:00,0,0.6666666666666666,1
Anon#1208,Math,Math - 1st grade,2025-07-20 00:00:00,1.75,1,2
Anon#1208,Math,Math - 1st grade,2025-07-22 00:00:00,3.58,1,1
Anon#1208,Math,Math - 1st grade,2025-07-23 00:00:00,0,0.8888888888888888,2
Anon#1208,Math,Math - 1st grade,2025-07-24 00:00:00,0,0.5714285714285714,1
Anon#1208,Math,Math - 8th grade,2025-07-18 00:00:00,24.4,1,0
Anon#1208,Math,Math - 8th grade,2025-07-19 00:00:00,9.83,1,0
Anon#1208,Math,Math - 8th grade,2025-07-23 00:00:00,15.67,1,0
Anon#1232,Math,Grade 4,2025-07-18 00:00:00,30.66,0.625,1
Anon#1237,Language,Language Arts - 3,2025-07-18 00:00:00,27.3,0.5625,0
Anon#1237,Math,Math - 3,2025-07-18 00:00:00,6.72,1,0
Anon#1237,Reading,3rd Grade,2025-07-18 00:00:00,49.06,,
Anon#1237,Reading,3rd Grade,2025-07-19 00:00:00,129.03,,
Anon#1240,Math,Math - 3,2025-07-18 00:00:00,10.76,0.8780487804878049,2
Anon#1253,Math,Grade 7,2025-07-18 00:00:00,32.37,1,1
Anon#1253,Math,Grade 7,2025-07-19 00:00:00,27.35,1,1
Anon#1253,Math,Grade 7,2025-07-20 00:00:00,12.05,1,1
Anon#1253,Math,Grade 7,2025-07-21 00:00:00,1.36,0.8,1
Anon#1253,Math,Grade 7,2025-07-22 00:00:00,3.54,1,1
Anon#1253,Math,Grade 7,2025-07-23 00:00:00,4.97,0.875,1
Anon#1326,Language,Language Arts - 4,2025-07-20 00:00:00,58.84,0.9719626168224299,4
Anon#1338,Math,Math - 4,2025-07-21 00:00:00,57.15,0.8333333333333334,1
Anon#1338,Math,Math - 4,2025-07-22 00:00:00,0,0.9333333333333333,1
Anon#1338,Math,Math - 4,2025-07-23 00:00:00,63.77,0.9473684210526315,2
Anon#1338,Math,Math - Others,2025-07-22 00:00:00,65.61,1,2
Anon#1372,Math,Grade 1,2025-07-18 00:00:00,0,1,1
Anon#1372,Math,Grade 1,2025-07-19 00:00:00,26.23,1,3
Anon#1372,Math,Grade 1,2025-07-20 00:00:00,28.4,1,3
Anon#1372,Math,Grade 1,2025-07-21 00:00:00,50.36,0.8928571428571429,8
Anon#1372,Math,Grade 1,2025-07-22 00:00:00,0,,
Anon#1372,Math,Grade 1,2025-07-23 00:00:00,0,1,0
Anon#1372,Math,Grade 1,2025-07-24 00:00:00,28.21,0.9545454545454546,0
Anon#1372,Math,Grade 2,2025-07-18 00:00:00,32.4,0.9166666666666666,6
Anon#1372,Math,Grade 2,2025-07-22 00:00:00,9,1,1
Anon#1372,Math,Grade 2,2025-07-23 00:00:00,34.85,0.9565217391304348,3
Anon#1387,Science,Science - 3,2025-07-22 00:00:00,1.27,0.8571428571428571,0
Anon#1399,Math,Grade 8 Math Supplementary Course,2025-07-18 00:00:00,5.01,,
Anon#1407,Math,Grade 3,2025-07-18 00:00:00,38.21,1,1
Anon#1407,Math,Grade 3,2025-07-19 00:00:00,30.11,1,1
Anon#1410,Math,Grade 3,2025-07-19 00:00:00,0,1,0
Anon#1410,Math,Grade 3,2025-07-22 00:00:00,0,1,0
Anon#1410,Math,Grade 4,2025-07-18 00:00:00,0,1,0
Anon#1410,Math,Grade 4,2025-07-20 00:00:00,0,1,0
Anon#1410,Math,Grade 4,2025-07-21 00:00:00,0,1,0
Anon#1410,Math,Grade 4,2025-07-23 00:00:00,0,,0
Anon#1410,Math,Grade 4,2025-07-24 00:00:00,0,1,0
Anon#1422,Math,Grade 3,2025-07-18 00:00:00,47.88,0.9528795811518325,22
Anon#1422,Math,Grade 3,2025-07-19 00:00:00,36.63,0.9444444444444444,3
Anon#1422,Math,Grade 3,2025-07-20 00:00:00,35.4,0.7297297297297297,6
Anon#1422,Math,Grade 3,2025-07-21 00:00:00,141.02,0.8679245283018868,20
Anon#1445,Math,Math - 6,2025-07-18 00:00:00,10.5,0.9090909090909091,1
Anon#1445,Math,Math - 6,2025-07-21 00:00:00,54.83,0.9147286821705426,5
Anon#1445,Math,Math - 6,2025-07-22 00:00:00,65.59,0.9122807017543859,2
Anon#1445,Math,Math - 6,2025-07-23 00:00:00,49.16,0.84375,4
Anon#1445,Math,Math - Others,2025-07-22 00:00:00,0,0.7391304347826086,1
Anon#1445,Math,Math - Others,2025-07-24 00:00:00,29.87,0.6470588235294118,0
Anon#1445,Science,Science - 6,2025-07-18 00:00:00,4.4,0.6153846153846154,0
Anon#1445,Science,Science - 6,2025-07-21 00:00:00,1.81,,0
Anon#1445,Science,Science - 6,2025-07-24 00:00:00,83.61,0.8578680203045685,4
Anon#1445,Science,Science - 7,2025-07-24 00:00:00,0,0.851063829787234,1
Anon#1445,Science,Science - Others,2025-07-24 00:00:00,0,0.7647058823529411,3
Anon#1455,Math,Grade 3,2025-07-22 00:00:00,14.79,0.7407407407407407,3
Anon#1455,Math,Grade 3,2025-07-23 00:00:00,2.23,0.8,1
Anon#1455,Math,Grade 3,2025-07-24 00:00:00,23.11,0.8947368421052632,9
Anon#1478,Reading,901L-1050L,2025-07-18 00:00:00,10.29,1,0
Anon#1522,Math,Algebra II,2025-07-18 00:00:00,52.3,1,1
Anon#1522,Math,Geometry,2025-07-20 00:00:00,50.13,0.8,1
Anon#1522,Math,Geometry,2025-07-21 00:00:00,11.43,1,1
Anon#1522,Math,Geometry,2025-07-22 00:00:00,49.06,1,1
Anon#1522,Math,Grade 2,2025-07-18 00:00:00,0,,0
Anon#1522,Math,Grade 2,2025-07-19 00:00:00,21.57,,0
Anon#1522,Math,Grade 2,2025-07-20 00:00:00,0,,0
Anon#1522,Math,Grade 2,2025-07-21 00:00:00,0,,0
Anon#1522,Math,Grade 2,2025-07-22 00:00:00,0,,0
Anon#1522,Math,Grade 5,2025-07-22 00:00:00,0,,
Anon#1524,Reading,751L-900L,2025-07-18 00:00:00,11.26,1,1
Anon#1529,Math,Grade 6,2025-07-18 00:00:00,29.45,0.8235294117647058,3
Anon#1529,Math,Grade 6,2025-07-19 00:00:00,31.51,0.9629629629629629,6
Anon#1529,Math,Grade 6,2025-07-20 00:00:00,31.97,0.7419354838709677,5
Anon#1529,Math,Grade 6,2025-07-21 00:00:00,26.52,0.84,5
Anon#1529,Math,Grade 6,2025-07-22 00:00:00,26.51,0.7777777777777778,4
Anon#1529,Math,Grade 6,2025-07-23 00:00:00,27.86,,0
Anon#1547,Math,Grade 7,2025-07-22 00:00:00,15.84,,0
Anon#1551,Math,1st Grade - Math,2025-07-23 00:00:00,30.95,0.9130434782608695,3
Anon#1551,Math,Grade 1,2025-07-21 00:00:00,36.21,0.9591836734693877,4
Anon#1551,Math,Grade 1,2025-07-24 00:00:00,37.32,0.9591836734693877,15
Anon#1551,Math,Grade 2,2025-07-23 00:00:00,0,1,1
Anon#1551,Math,Grade 2,2025-07-24 00:00:00,0,1,3
Anon#1551,Math,Grade 3,2025-07-18 00:00:00,20.48,0.72,1
